Mod:Item:MetaData, Localized Name
blockarmor:storage_alloy_4_leggings, item.storage_alloy_4_leggings.name
blockarmor:storage_alloy_4_boots, item.storage_alloy_4_boots.name
blockarmor:storage_alloy_5_helmet, item.storage_alloy_5_helmet.name
blockarmor:storage_alloy_5_chestplate, item.storage_alloy_5_chestplate.name
blockarmor:storage_alloy_5_leggings, item.storage_alloy_5_leggings.name
blockarmor:storage_alloy_5_boots, item.storage_alloy_5_boots.name
blockarmor:storage_alloy_6_helmet, item.storage_alloy_6_helmet.name
blockarmor:storage_alloy_6_chestplate, item.storage_alloy_6_chestplate.name
blockarmor:storage_alloy_6_leggings, item.storage_alloy_6_leggings.name
blockarmor:storage_alloy_6_boots, item.storage_alloy_6_boots.name
blockarmor:storage_alloy_7_helmet, item.storage_alloy_7_helmet.name
blockarmor:storage_alloy_7_chestplate, item.storage_alloy_7_chestplate.name
blockarmor:storage_alloy_7_leggings, item.storage_alloy_7_leggings.name
blockarmor:storage_alloy_7_boots, item.storage_alloy_7_boots.name
blockarmor:storage_resource_0_helmet, item.storage_resource_0_helmet.name
blockarmor:storage_resource_0_chestplate, item.storage_resource_0_chestplate.name
blockarmor:storage_resource_0_leggings, item.storage_resource_0_leggings.name
blockarmor:storage_resource_0_boots, item.storage_resource_0_boots.name
blockarmor:storage_resource_1_helmet, item.storage_resource_1_helmet.name
blockarmor:storage_resource_1_chestplate, item.storage_resource_1_chestplate.name
blockarmor:storage_resource_1_leggings, item.storage_resource_1_leggings.name
blockarmor:storage_resource_1_boots, item.storage_resource_1_boots.name
blockarmor:glass_0_helmet, item.glass_0_helmet.name
blockarmor:glass_0_chestplate, item.glass_0_chestplate.name
blockarmor:glass_0_leggings, item.glass_0_leggings.name
blockarmor:glass_0_boots, item.glass_0_boots.name
blockarmor:glass_1_helmet, item.glass_1_helmet.name
blockarmor:glass_1_chestplate, item.glass_1_chestplate.name
blockarmor:glass_1_leggings, item.glass_1_leggings.name
blockarmor:glass_1_boots, item.glass_1_boots.name
blockarmor:glass_2_helmet, item.glass_2_helmet.name
blockarmor:glass_2_chestplate, item.glass_2_chestplate.name
blockarmor:glass_2_leggings, item.glass_2_leggings.name
blockarmor:glass_2_boots, item.glass_2_boots.name
blockarmor:glass_3_helmet, item.glass_3_helmet.name
blockarmor:glass_3_chestplate, item.glass_3_chestplate.name
blockarmor:glass_3_leggings, item.glass_3_leggings.name
blockarmor:glass_3_boots, item.glass_3_boots.name
blockarmor:glass_4_helmet, item.glass_4_helmet.name
blockarmor:glass_4_chestplate, item.glass_4_chestplate.name
blockarmor:glass_4_leggings, item.glass_4_leggings.name
blockarmor:glass_4_boots, item.glass_4_boots.name
blockarmor:glass_5_helmet, item.glass_5_helmet.name
blockarmor:glass_5_chestplate, item.glass_5_chestplate.name
blockarmor:glass_5_leggings, item.glass_5_leggings.name
blockarmor:glass_5_boots, item.glass_5_boots.name
blockarmor:glass_6_helmet, item.glass_6_helmet.name
blockarmor:glass_6_chestplate, item.glass_6_chestplate.name
blockarmor:glass_6_leggings, item.glass_6_leggings.name
blockarmor:glass_6_boots, item.glass_6_boots.name
blockarmor:glass_7_helmet, item.glass_7_helmet.name
blockarmor:glass_7_chestplate, item.glass_7_chestplate.name
blockarmor:glass_7_leggings, item.glass_7_leggings.name
blockarmor:glass_7_boots, item.glass_7_boots.name
blockarmor:glass_8_helmet, item.glass_8_helmet.name
blockarmor:glass_8_chestplate, item.glass_8_chestplate.name
blockarmor:glass_8_leggings, item.glass_8_leggings.name
blockarmor:glass_8_boots, item.glass_8_boots.name
blockarmor:glass_alloy_0_helmet, item.glass_alloy_0_helmet.name
blockarmor:glass_alloy_0_chestplate, item.glass_alloy_0_chestplate.name
blockarmor:glass_alloy_0_leggings, item.glass_alloy_0_leggings.name
blockarmor:glass_alloy_0_boots, item.glass_alloy_0_boots.name
blockarmor:glass_alloy_1_helmet, item.glass_alloy_1_helmet.name
blockarmor:glass_alloy_1_chestplate, item.glass_alloy_1_chestplate.name
blockarmor:glass_alloy_1_leggings, item.glass_alloy_1_leggings.name
blockarmor:glass_alloy_1_boots, item.glass_alloy_1_boots.name
blockarmor:glass_alloy_2_helmet, item.glass_alloy_2_helmet.name
blockarmor:glass_alloy_2_chestplate, item.glass_alloy_2_chestplate.name
blockarmor:glass_alloy_2_leggings, item.glass_alloy_2_leggings.name
blockarmor:glass_alloy_2_boots, item.glass_alloy_2_boots.name
blockarmor:glass_alloy_3_helmet, item.glass_alloy_3_helmet.name
blockarmor:glass_alloy_3_chestplate, item.glass_alloy_3_chestplate.name
blockarmor:glass_alloy_3_leggings, item.glass_alloy_3_leggings.name
blockarmor:glass_alloy_3_boots, item.glass_alloy_3_boots.name
blockarmor:glass_alloy_4_helmet, item.glass_alloy_4_helmet.name
blockarmor:glass_alloy_4_chestplate, item.glass_alloy_4_chestplate.name
blockarmor:glass_alloy_4_leggings, item.glass_alloy_4_leggings.name
blockarmor:glass_alloy_4_boots, item.glass_alloy_4_boots.name
blockarmor:glass_alloy_5_helmet, item.glass_alloy_5_helmet.name
blockarmor:glass_alloy_5_chestplate, item.glass_alloy_5_chestplate.name
blockarmor:glass_alloy_5_leggings, item.glass_alloy_5_leggings.name
blockarmor:glass_alloy_5_boots, item.glass_alloy_5_boots.name
blockarmor:glass_alloy_6_helmet, item.glass_alloy_6_helmet.name
blockarmor:glass_alloy_6_chestplate, item.glass_alloy_6_chestplate.name
blockarmor:glass_alloy_6_leggings, item.glass_alloy_6_leggings.name
blockarmor:glass_alloy_6_boots, item.glass_alloy_6_boots.name
blockarmor:glass_alloy_7_helmet, item.glass_alloy_7_helmet.name
blockarmor:glass_alloy_7_chestplate, item.glass_alloy_7_chestplate.name
blockarmor:glass_alloy_7_leggings, item.glass_alloy_7_leggings.name
blockarmor:glass_alloy_7_boots, item.glass_alloy_7_boots.name
blockarmor:rockwool_0_helmet, item.rockwool_0_helmet.name
blockarmor:rockwool_0_chestplate, item.rockwool_0_chestplate.name
blockarmor:rockwool_0_leggings, item.rockwool_0_leggings.name
blockarmor:rockwool_0_boots, item.rockwool_0_boots.name
blockarmor:rockwool_1_helmet, item.rockwool_1_helmet.name
blockarmor:rockwool_1_chestplate, item.rockwool_1_chestplate.name
blockarmor:rockwool_1_leggings, item.rockwool_1_leggings.name
blockarmor:rockwool_1_boots, item.rockwool_1_boots.name
blockarmor:rockwool_2_helmet, item.rockwool_2_helmet.name
blockarmor:rockwool_2_chestplate, item.rockwool_2_chestplate.name
blockarmor:rockwool_2_leggings, item.rockwool_2_leggings.name
blockarmor:rockwool_2_boots, item.rockwool_2_boots.name
blockarmor:rockwool_3_helmet, item.rockwool_3_helmet.name
blockarmor:rockwool_3_chestplate, item.rockwool_3_chestplate.name
blockarmor:rockwool_3_leggings, item.rockwool_3_leggings.name
blockarmor:rockwool_3_boots, item.rockwool_3_boots.name
blockarmor:rockwool_4_helmet, item.rockwool_4_helmet.name
blockarmor:rockwool_4_chestplate, item.rockwool_4_chestplate.name
blockarmor:rockwool_4_leggings, item.rockwool_4_leggings.name
blockarmor:rockwool_4_boots, item.rockwool_4_boots.name
blockarmor:rockwool_5_helmet, item.rockwool_5_helmet.name
blockarmor:rockwool_5_chestplate, item.rockwool_5_chestplate.name
blockarmor:rockwool_5_leggings, item.rockwool_5_leggings.name
blockarmor:rockwool_5_boots, item.rockwool_5_boots.name
blockarmor:rockwool_6_helmet, item.rockwool_6_helmet.name
blockarmor:rockwool_6_chestplate, item.rockwool_6_chestplate.name
blockarmor:rockwool_6_leggings, item.rockwool_6_leggings.name
blockarmor:rockwool_6_boots, item.rockwool_6_boots.name
blockarmor:rockwool_7_helmet, item.rockwool_7_helmet.name
blockarmor:rockwool_7_chestplate, item.rockwool_7_chestplate.name
blockarmor:rockwool_7_leggings, item.rockwool_7_leggings.name
blockarmor:rockwool_7_boots, item.rockwool_7_boots.name
blockarmor:rockwool_8_helmet, item.rockwool_8_helmet.name
blockarmor:rockwool_8_chestplate, item.rockwool_8_chestplate.name
blockarmor:rockwool_8_leggings, item.rockwool_8_leggings.name
blockarmor:rockwool_8_boots, item.rockwool_8_boots.name
blockarmor:rockwool_9_helmet, item.rockwool_9_helmet.name
blockarmor:rockwool_9_chestplate, item.rockwool_9_chestplate.name
blockarmor:rockwool_9_leggings, item.rockwool_9_leggings.name
blockarmor:rockwool_9_boots, item.rockwool_9_boots.name
blockarmor:rockwool_10_helmet, item.rockwool_10_helmet.name
blockarmor:rockwool_10_chestplate, item.rockwool_10_chestplate.name
blockarmor:rockwool_10_leggings, item.rockwool_10_leggings.name
blockarmor:rockwool_10_boots, item.rockwool_10_boots.name
blockarmor:rockwool_11_helmet, item.rockwool_11_helmet.name
blockarmor:rockwool_11_chestplate, item.rockwool_11_chestplate.name
blockarmor:rockwool_11_leggings, item.rockwool_11_leggings.name
blockarmor:rockwool_11_boots, item.rockwool_11_boots.name
blockarmor:rockwool_12_helmet, item.rockwool_12_helmet.name
blockarmor:rockwool_12_chestplate, item.rockwool_12_chestplate.name
blockarmor:rockwool_12_leggings, item.rockwool_12_leggings.name
blockarmor:rockwool_12_boots, item.rockwool_12_boots.name
blockarmor:rockwool_13_helmet, item.rockwool_13_helmet.name
blockarmor:rockwool_13_chestplate, item.rockwool_13_chestplate.name
blockarmor:rockwool_13_leggings, item.rockwool_13_leggings.name
blockarmor:rockwool_13_boots, item.rockwool_13_boots.name
blockarmor:rockwool_14_helmet, item.rockwool_14_helmet.name
blockarmor:rockwool_14_chestplate, item.rockwool_14_chestplate.name
blockarmor:rockwool_14_leggings, item.rockwool_14_leggings.name
blockarmor:rockwool_14_boots, item.rockwool_14_boots.name
blockarmor:rockwool_15_helmet, item.rockwool_15_helmet.name
blockarmor:rockwool_15_chestplate, item.rockwool_15_chestplate.name
blockarmor:rockwool_15_leggings, item.rockwool_15_leggings.name
blockarmor:rockwool_15_boots, item.rockwool_15_boots.name
blockarmor:draconium_block_0_helmet, item.draconium_block_0_helmet.name
blockarmor:draconium_block_0_chestplate, item.draconium_block_0_chestplate.name
blockarmor:draconium_block_0_leggings, item.draconium_block_0_leggings.name
blockarmor:draconium_block_0_boots, item.draconium_block_0_boots.name
blockarmor:draconium_block_1_helmet, item.draconium_block_1_helmet.name
blockarmor:draconium_block_1_chestplate, item.draconium_block_1_chestplate.name
blockarmor:draconium_block_1_leggings, item.draconium_block_1_leggings.name
blockarmor:draconium_block_1_boots, item.draconium_block_1_boots.name
blockarmor:draconic_block_helmet, item.draconic_block_helmet.name
blockarmor:draconic_block_chestplate, item.draconic_block_chestplate.name
blockarmor:draconic_block_leggings, item.draconic_block_leggings.name
blockarmor:draconic_block_boots, item.draconic_block_boots.name
blockarmor:infused_obsidian_helmet, item.infused_obsidian_helmet.name
blockarmor:infused_obsidian_chestplate, item.infused_obsidian_chestplate.name
blockarmor:infused_obsidian_leggings, item.infused_obsidian_leggings.name
blockarmor:infused_obsidian_boots, item.infused_obsidian_boots.name
blockarmor:item_dislocation_inhibitor_helmet, item.item_dislocation_inhibitor_helmet.name
blockarmor:item_dislocation_inhibitor_chestplate, item.item_dislocation_inhibitor_chestplate.name
blockarmor:item_dislocation_inhibitor_leggings, item.item_dislocation_inhibitor_leggings.name
blockarmor:item_dislocation_inhibitor_boots, item.item_dislocation_inhibitor_boots.name
blockarmor:resource_0_helmet, item.resource_0_helmet.name
blockarmor:resource_0_chestplate, item.resource_0_chestplate.name
blockarmor:resource_0_leggings, item.resource_0_leggings.name
blockarmor:resource_0_boots, item.resource_0_boots.name
blockarmor:resource_4_helmet, item.resource_4_helmet.name
blockarmor:resource_4_chestplate, item.resource_4_chestplate.name
blockarmor:resource_4_leggings, item.resource_4_leggings.name
blockarmor:resource_4_boots, item.resource_4_boots.name
blockarmor:resource_10_helmet, item.resource_10_helmet.name
blockarmor:resource_10_chestplate, item.resource_10_chestplate.name
blockarmor:resource_10_leggings, item.resource_10_leggings.name
blockarmor:resource_10_boots, item.resource_10_boots.name
blockarmor:resource_11_helmet, item.resource_11_helmet.name
blockarmor:resource_11_chestplate, item.resource_11_chestplate.name
blockarmor:resource_11_leggings, item.resource_11_leggings.name
blockarmor:resource_11_boots, item.resource_11_boots.name
blockarmor:resource_12_helmet, item.resource_12_helmet.name
blockarmor:resource_12_chestplate, item.resource_12_chestplate.name
blockarmor:resource_12_leggings, item.resource_12_leggings.name
blockarmor:resource_12_boots, item.resource_12_boots.name
blockarmor:resource_13_helmet, item.resource_13_helmet.name
blockarmor:resource_13_chestplate, item.resource_13_chestplate.name
blockarmor:resource_13_leggings, item.resource_13_leggings.name
blockarmor:resource_13_boots, item.resource_13_boots.name
blockarmor:resource_14_helmet, item.resource_14_helmet.name
blockarmor:resource_14_chestplate, item.resource_14_chestplate.name
blockarmor:resource_14_leggings, item.resource_14_leggings.name
blockarmor:resource_14_boots, item.resource_14_boots.name
blockarmor:leaves_helmet, item.leaves_helmet.name
blockarmor:leaves_chestplate, item.leaves_chestplate.name
blockarmor:leaves_leggings, item.leaves_leggings.name
blockarmor:leaves_boots, item.leaves_boots.name
blockarmor:rubber_wood_helmet, item.rubber_wood_helmet.name
blockarmor:rubber_wood_chestplate, item.rubber_wood_chestplate.name
blockarmor:rubber_wood_leggings, item.rubber_wood_leggings.name
blockarmor:rubber_wood_boots, item.rubber_wood_boots.name
blockarmor:wall_0_helmet, item.wall_0_helmet.name
blockarmor:wall_0_chestplate, item.wall_0_chestplate.name
blockarmor:wall_0_leggings, item.wall_0_leggings.name
blockarmor:wall_0_boots, item.wall_0_boots.name
blockarmor:wall_1_helmet, item.wall_1_helmet.name
blockarmor:wall_1_chestplate, item.wall_1_chestplate.name
blockarmor:wall_1_leggings, item.wall_1_leggings.name
blockarmor:wall_1_boots, item.wall_1_boots.name
blockarmor:wall_2_helmet, item.wall_2_helmet.name
blockarmor:wall_2_chestplate, item.wall_2_chestplate.name
blockarmor:wall_2_leggings, item.wall_2_leggings.name
blockarmor:wall_2_boots, item.wall_2_boots.name
blockarmor:wall_3_helmet, item.wall_3_helmet.name
blockarmor:wall_3_chestplate, item.wall_3_chestplate.name
blockarmor:wall_3_leggings, item.wall_3_leggings.name
blockarmor:wall_3_boots, item.wall_3_boots.name
blockarmor:wall_4_helmet, item.wall_4_helmet.name
blockarmor:wall_4_chestplate, item.wall_4_chestplate.name
blockarmor:wall_4_leggings, item.wall_4_leggings.name
blockarmor:wall_4_boots, item.wall_4_boots.name
blockarmor:wall_5_helmet, item.wall_5_helmet.name
blockarmor:wall_5_chestplate, item.wall_5_chestplate.name
blockarmor:wall_5_leggings, item.wall_5_leggings.name
blockarmor:wall_5_boots, item.wall_5_boots.name
blockarmor:wall_6_helmet, item.wall_6_helmet.name
blockarmor:wall_6_chestplate, item.wall_6_chestplate.name
blockarmor:wall_6_leggings, item.wall_6_leggings.name
blockarmor:wall_6_boots, item.wall_6_boots.name
blockarmor:wall_7_helmet, item.wall_7_helmet.name
blockarmor:wall_7_chestplate, item.wall_7_chestplate.name
blockarmor:wall_7_leggings, item.wall_7_leggings.name
blockarmor:wall_7_boots, item.wall_7_boots.name
blockarmor:wall_8_helmet, item.wall_8_helmet.name
blockarmor:wall_8_chestplate, item.wall_8_chestplate.name
blockarmor:wall_8_leggings, item.wall_8_leggings.name
blockarmor:wall_8_boots, item.wall_8_boots.name
blockarmor:wall_9_helmet, item.wall_9_helmet.name
blockarmor:wall_9_chestplate, item.wall_9_chestplate.name
blockarmor:wall_9_leggings, item.wall_9_leggings.name
blockarmor:wall_9_boots, item.wall_9_boots.name
blockarmor:wall_10_helmet, item.wall_10_helmet.name
blockarmor:wall_10_chestplate, item.wall_10_chestplate.name
blockarmor:wall_10_leggings, item.wall_10_leggings.name
blockarmor:wall_10_boots, item.wall_10_boots.name
blockarmor:wall_11_helmet, item.wall_11_helmet.name
blockarmor:wall_11_chestplate, item.wall_11_chestplate.name
blockarmor:wall_11_leggings, item.wall_11_leggings.name
blockarmor:wall_11_boots, item.wall_11_boots.name
blockarmor:wall_12_helmet, item.wall_12_helmet.name
blockarmor:wall_12_chestplate, item.wall_12_chestplate.name
blockarmor:wall_12_leggings, item.wall_12_leggings.name
blockarmor:wall_12_boots, item.wall_12_boots.name
blockarmor:wall_13_helmet, item.wall_13_helmet.name
blockarmor:wall_13_chestplate, item.wall_13_chestplate.name
blockarmor:wall_13_leggings, item.wall_13_leggings.name
blockarmor:wall_13_boots, item.wall_13_boots.name
blockarmor:wall_14_helmet, item.wall_14_helmet.name
blockarmor:wall_14_chestplate, item.wall_14_chestplate.name
blockarmor:wall_14_leggings, item.wall_14_leggings.name
blockarmor:wall_14_boots, item.wall_14_boots.name
blockarmor:wall_15_helmet, item.wall_15_helmet.name
blockarmor:wall_15_chestplate, item.wall_15_chestplate.name
blockarmor:wall_15_leggings, item.wall_15_leggings.name
blockarmor:wall_15_boots, item.wall_15_boots.name
blockarmor:refractory_bricks_helmet, item.refractory_bricks_helmet.name
blockarmor:refractory_bricks_chestplate, item.refractory_bricks_chestplate.name
blockarmor:refractory_bricks_leggings, item.refractory_bricks_leggings.name
blockarmor:refractory_bricks_boots, item.refractory_bricks_boots.name
blockarmor:storage_10_helmet, item.storage_10_helmet.name
blockarmor:storage_10_chestplate, item.storage_10_chestplate.name
blockarmor:storage_10_leggings, item.storage_10_leggings.name
blockarmor:storage_10_boots, item.storage_10_boots.name
blockarmor:storage2_0_helmet, item.storage2_0_helmet.name
blockarmor:storage2_0_chestplate, item.storage2_0_chestplate.name
blockarmor:storage2_0_leggings, item.storage2_0_leggings.name
blockarmor:storage2_0_boots, item.storage2_0_boots.name
blockarmor:storage2_1_helmet, item.storage2_1_helmet.name
blockarmor:storage2_1_chestplate, item.storage2_1_chestplate.name
blockarmor:storage2_1_leggings, item.storage2_1_leggings.name
blockarmor:storage2_1_boots, item.storage2_1_boots.name
blockarmor:storage2_2_helmet, item.storage2_2_helmet.name
blockarmor:storage2_2_chestplate, item.storage2_2_chestplate.name
blockarmor:storage2_2_leggings, item.storage2_2_leggings.name
blockarmor:storage2_2_boots, item.storage2_2_boots.name
blockarmor:storage2_3_helmet, item.storage2_3_helmet.name
blockarmor:storage2_3_chestplate, item.storage2_3_chestplate.name
blockarmor:storage2_3_leggings, item.storage2_3_leggings.name
blockarmor:storage2_3_boots, item.storage2_3_boots.name
blockarmor:storage2_4_helmet, item.storage2_4_helmet.name
blockarmor:storage2_4_chestplate, item.storage2_4_chestplate.name
blockarmor:storage2_4_leggings, item.storage2_4_leggings.name
blockarmor:storage2_4_boots, item.storage2_4_boots.name
blockarmor:storage2_5_helmet, item.storage2_5_helmet.name
blockarmor:storage2_5_chestplate, item.storage2_5_chestplate.name
blockarmor:storage2_5_leggings, item.storage2_5_leggings.name
blockarmor:storage2_5_boots, item.storage2_5_boots.name
blockarmor:storage2_6_helmet, item.storage2_6_helmet.name
blockarmor:storage2_6_chestplate, item.storage2_6_chestplate.name
blockarmor:storage2_6_leggings, item.storage2_6_leggings.name
blockarmor:storage2_6_boots, item.storage2_6_boots.name
blockarmor:storage2_7_helmet, item.storage2_7_helmet.name
blockarmor:storage2_7_chestplate, item.storage2_7_chestplate.name
blockarmor:storage2_7_leggings, item.storage2_7_leggings.name
blockarmor:storage2_7_boots, item.storage2_7_boots.name
blockarmor:storage2_10_helmet, item.storage2_10_helmet.name
blockarmor:storage2_10_chestplate, item.storage2_10_chestplate.name
blockarmor:storage2_10_leggings, item.storage2_10_leggings.name
blockarmor:storage2_10_boots, item.storage2_10_boots.name
blockarmor:fusion_coil_helmet, item.fusion_coil_helmet.name
blockarmor:fusion_coil_chestplate, item.fusion_coil_chestplate.name
blockarmor:fusion_coil_leggings, item.fusion_coil_leggings.name
blockarmor:fusion_coil_boots, item.fusion_coil_boots.name
blockarmor:machine_frame_0_helmet, item.machine_frame_0_helmet.name
blockarmor:machine_frame_0_chestplate, item.machine_frame_0_chestplate.name
blockarmor:machine_frame_0_leggings, item.machine_frame_0_leggings.name
blockarmor:machine_frame_0_boots, item.machine_frame_0_boots.name
blockarmor:machine_frame_1_helmet, item.machine_frame_1_helmet.name
blockarmor:machine_frame_1_chestplate, item.machine_frame_1_chestplate.name
blockarmor:machine_frame_1_leggings, item.machine_frame_1_leggings.name
blockarmor:machine_frame_1_boots, item.machine_frame_1_boots.name
blockarmor:machine_frame_2_helmet, item.machine_frame_2_helmet.name
blockarmor:machine_frame_2_chestplate, item.machine_frame_2_chestplate.name
blockarmor:machine_frame_2_leggings, item.machine_frame_2_leggings.name
blockarmor:machine_frame_2_boots, item.machine_frame_2_boots.name
blockarmor:rubber_log_helmet, item.rubber_log_helmet.name
blockarmor:rubber_log_chestplate, item.rubber_log_chestplate.name
blockarmor:rubber_log_leggings, item.rubber_log_leggings.name
blockarmor:rubber_log_boots, item.rubber_log_boots.name
blockarmor:rubber_planks_helmet, item.rubber_planks_helmet.name
blockarmor:rubber_planks_chestplate, item.rubber_planks_chestplate.name
blockarmor:rubber_planks_leggings, item.rubber_planks_leggings.name
blockarmor:rubber_planks_boots, item.rubber_planks_boots.name
blockarmor:rubber_leaves_helmet, item.rubber_leaves_helmet.name
blockarmor:rubber_leaves_chestplate, item.rubber_leaves_chestplate.name
blockarmor:rubber_leaves_leggings, item.rubber_leaves_leggings.name
blockarmor:rubber_leaves_boots, item.rubber_leaves_boots.name
blockarmor:bog_earth_0_helmet, item.bog_earth_0_helmet.name
blockarmor:bog_earth_0_chestplate, item.bog_earth_0_chestplate.name
blockarmor:bog_earth_0_leggings, item.bog_earth_0_leggings.name
blockarmor:bog_earth_0_boots, item.bog_earth_0_boots.name
blockarmor:bog_earth_3_helmet, item.bog_earth_3_helmet.name
blockarmor:bog_earth_3_chestplate, item.bog_earth_3_chestplate.name
blockarmor:bog_earth_3_leggings, item.bog_earth_3_leggings.name
blockarmor:bog_earth_3_boots, item.bog_earth_3_boots.name
blockarmor:humus_0_helmet, item.humus_0_helmet.name
blockarmor:humus_0_chestplate, item.humus_0_chestplate.name
blockarmor:humus_0_leggings, item.humus_0_leggings.name
blockarmor:humus_0_boots, item.humus_0_boots.name
blockarmor:resources_0_helmet, item.resources_0_helmet.name
blockarmor:resources_0_chestplate, item.resources_0_chestplate.name
blockarmor:resources_0_leggings, item.resources_0_leggings.name
blockarmor:resources_0_boots, item.resources_0_boots.name
blockarmor:resource_storage_0_helmet, item.resource_storage_0_helmet.name
blockarmor:resource_storage_0_chestplate, item.resource_storage_0_chestplate.name
blockarmor:resource_storage_0_leggings, item.resource_storage_0_leggings.name
blockarmor:resource_storage_0_boots, item.resource_storage_0_boots.name
blockarmor:ash_brick_0_helmet, item.ash_brick_0_helmet.name
blockarmor:ash_brick_0_chestplate, item.ash_brick_0_chestplate.name
blockarmor:ash_brick_0_leggings, item.ash_brick_0_leggings.name
blockarmor:ash_brick_0_boots, item.ash_brick_0_boots.name
blockarmor:logs.0_0_helmet, item.logs.0_0_helmet.name
blockarmor:logs.0_0_chestplate, item.logs.0_0_chestplate.name
blockarmor:logs.0_0_leggings, item.logs.0_0_leggings.name
blockarmor:logs.0_0_boots, item.logs.0_0_boots.name
blockarmor:logs.0_1_helmet, item.logs.0_1_helmet.name
blockarmor:logs.0_1_chestplate, item.logs.0_1_chestplate.name
blockarmor:logs.0_1_leggings, item.logs.0_1_leggings.name
blockarmor:logs.0_1_boots, item.logs.0_1_boots.name
blockarmor:logs.0_2_helmet, item.logs.0_2_helmet.name
blockarmor:logs.0_2_chestplate, item.logs.0_2_chestplate.name
blockarmor:logs.0_2_leggings, item.logs.0_2_leggings.name
blockarmor:logs.0_2_boots, item.logs.0_2_boots.name
blockarmor:logs.0_3_helmet, item.logs.0_3_helmet.name
blockarmor:logs.0_3_chestplate, item.logs.0_3_chestplate.name
blockarmor:logs.0_3_leggings, item.logs.0_3_leggings.name
blockarmor:logs.0_3_boots, item.logs.0_3_boots.name
blockarmor:logs.1_0_helmet, item.logs.1_0_helmet.name
blockarmor:logs.1_0_chestplate, item.logs.1_0_chestplate.name
blockarmor:logs.1_0_leggings, item.logs.1_0_leggings.name
blockarmor:logs.1_0_boots, item.logs.1_0_boots.name
blockarmor:logs.1_1_helmet, item.logs.1_1_helmet.name
blockarmor:logs.1_1_chestplate, item.logs.1_1_chestplate.name
blockarmor:logs.1_1_leggings, item.logs.1_1_leggings.name
blockarmor:logs.1_1_boots, item.logs.1_1_boots.name
blockarmor:logs.1_2_helmet, item.logs.1_2_helmet.name
blockarmor:logs.1_2_chestplate, item.logs.1_2_chestplate.name
blockarmor:logs.1_2_leggings, item.logs.1_2_leggings.name
blockarmor:logs.1_2_boots, item.logs.1_2_boots.name
blockarmor:logs.1_3_helmet, item.logs.1_3_helmet.name
blockarmor:logs.1_3_chestplate, item.logs.1_3_chestplate.name
blockarmor:logs.1_3_leggings, item.logs.1_3_leggings.name
blockarmor:logs.1_3_boots, item.logs.1_3_boots.name
blockarmor:logs.2_0_helmet, item.logs.2_0_helmet.name
blockarmor:logs.2_0_chestplate, item.logs.2_0_chestplate.name
blockarmor:logs.2_0_leggings, item.logs.2_0_leggings.name
blockarmor:logs.2_0_boots, item.logs.2_0_boots.name
blockarmor:logs.2_1_helmet, item.logs.2_1_helmet.name
blockarmor:logs.2_1_chestplate, item.logs.2_1_chestplate.name
blockarmor:logs.2_1_leggings, item.logs.2_1_leggings.name
blockarmor:logs.2_1_boots, item.logs.2_1_boots.name
blockarmor:logs.2_2_helmet, item.logs.2_2_helmet.name
blockarmor:logs.2_2_chestplate, item.logs.2_2_chestplate.name
blockarmor:logs.2_2_leggings, item.logs.2_2_leggings.name
blockarmor:logs.2_2_boots, item.logs.2_2_boots.name
blockarmor:logs.2_3_helmet, item.logs.2_3_helmet.name
blockarmor:logs.2_3_chestplate, item.logs.2_3_chestplate.name
blockarmor:logs.2_3_leggings, item.logs.2_3_leggings.name
blockarmor:logs.2_3_boots, item.logs.2_3_boots.name
blockarmor:logs.3_0_helmet, item.logs.3_0_helmet.name
blockarmor:logs.3_0_chestplate, item.logs.3_0_chestplate.name
blockarmor:logs.3_0_leggings, item.logs.3_0_leggings.name
blockarmor:logs.3_0_boots, item.logs.3_0_boots.name
blockarmor:logs.3_1_helmet, item.logs.3_1_helmet.name
blockarmor:logs.3_1_chestplate, item.logs.3_1_chestplate.name
blockarmor:logs.3_1_leggings, item.logs.3_1_leggings.name
blockarmor:logs.3_1_boots, item.logs.3_1_boots.name
blockarmor:logs.3_2_helmet, item.logs.3_2_helmet.name
blockarmor:logs.3_2_chestplate, item.logs.3_2_chestplate.name
blockarmor:logs.3_2_leggings, item.logs.3_2_leggings.name
blockarmor:logs.3_2_boots, item.logs.3_2_boots.name
blockarmor:logs.3_3_helmet, item.logs.3_3_helmet.name
blockarmor:logs.3_3_chestplate, item.logs.3_3_chestplate.name
blockarmor:logs.3_3_leggings, item.logs.3_3_leggings.name
blockarmor:logs.3_3_boots, item.logs.3_3_boots.name
blockarmor:logs.4_0_helmet, item.logs.4_0_helmet.name
blockarmor:logs.4_0_chestplate, item.logs.4_0_chestplate.name
blockarmor:logs.4_0_leggings, item.logs.4_0_leggings.name
blockarmor:logs.4_0_boots, item.logs.4_0_boots.name
blockarmor:logs.4_1_helmet, item.logs.4_1_helmet.name
blockarmor:logs.4_1_chestplate, item.logs.4_1_chestplate.name
blockarmor:logs.4_1_leggings, item.logs.4_1_leggings.name
blockarmor:logs.4_1_boots, item.logs.4_1_boots.name
blockarmor:logs.4_2_helmet, item.logs.4_2_helmet.name
blockarmor:logs.4_2_chestplate, item.logs.4_2_chestplate.name
blockarmor:logs.4_2_leggings, item.logs.4_2_leggings.name
blockarmor:logs.4_2_boots, item.logs.4_2_boots.name
blockarmor:logs.4_3_helmet, item.logs.4_3_helmet.name
